Timestamp,Status,Skor Fokus
2026-01-08 13:10:28,Aman,4
2026-01-08 13:11:11,Chatting,0
2026-01-08 13:11:56,Aman,3
2026-01-08 13:12:09,Chatting,0
2026-01-08 13:12:29,Aman,3
2026-01-08 13:14:17,Berbicara Dengan Penumpang,57
2026-01-08 13:14:19,Menoleh Ke Belakang,47
2026-01-08 13:14:26,Aman,38
2026-01-08 13:18:00,Menelfon,75
2026-01-08 13:18:02,Aman,69
2026-01-08 13:19:31,IMG: Aman,95
2026-01-08 13:25:45,IMG: Aman,95
2026-01-08 13:27:09,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:27:23,IMG: Menelfon,20
2026-01-08 13:27:33,IMG: Aman,95
2026-01-08 13:27:44,IMG: Menoleh Ke Belakang,20
2026-01-08 13:29:46,IMG: Berbicara Dengan Penumpang,15
2026-01-08 13:30:16,IMG: Menelfon,15
2026-01-08 13:30:35,IMG: Menoleh Ke Belakang,15
2026-01-08 13:34:05,IMG: Aman,95
2026-01-08 13:34:17,IMG: Chatting,20
2026-01-08 13:34:26,IMG: Menelfon,20
2026-01-08 13:34:35,IMG: Chatting,20
2026-01-08 13:34:42,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:34:52,IMG: Menoleh Ke Belakang,20
2026-01-08 13:35:18,IMG: Menelfon,20
2026-01-08 13:35:51,IMG: Aman,95
2026-01-08 13:36:00,IMG: Aman,95
2026-01-08 13:38:27,IMG: Menelfon,20
2026-01-08 13:38:37,IMG: Menelfon,20
2026-01-08 13:38:45,IMG: Menelfon,20
2026-01-08 13:38:52,IMG: Menelfon,20
2026-01-08 13:39:03,IMG: Chatting,20
2026-01-08 13:39:42,IMG: Minum,20
2026-01-08 13:39:52,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:41:20,Menoleh Ke Belakang,91
2026-01-08 13:41:26,Aman,89
2026-01-08 13:41:31,Menoleh Ke Belakang,81
2026-01-08 13:41:31,IMG: Aman,95
2026-01-08 13:41:44,IMG: Aman,95
2026-01-08 13:41:51,IMG: Aman,95
2026-01-08 13:42:02,IMG: Menoleh Ke Belakang,20
2026-01-08 13:43:02,IMG: Aman,95
2026-01-08 13:43:11,IMG: Chatting,20
2026-01-08 13:43:18,IMG: Menelfon,20
2026-01-08 13:43:29,IMG: Aman,95
2026-01-08 13:45:35,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:45:50,IMG: Chatting,20
2026-01-08 13:46:16,IMG: Menoleh Ke Belakang,20
2026-01-08 13:48:39,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:48:47,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:48:52,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:48:58,IMG: Menelfon,20
2026-01-08 13:49:03,IMG: Aman,95
2026-01-08 13:49:10,IMG: Chatting,20
2026-01-08 13:49:27,IMG: Aman,95
2026-01-08 13:49:32,IMG: Aman,95
2026-01-08 13:49:39,IMG: Menelfon,20
2026-01-08 13:49:46,IMG: Chatting,20
2026-01-08 13:49:54,IMG: Minum,20
2026-01-08 13:50:01,IMG: Menoleh Ke Belakang,20
2026-01-08 13:50:09,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:50:18,IMG: Aman,95
2026-01-08 13:50:26,IMG: Chatting,20
2026-01-08 13:50:33,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:51:10,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:51:16,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:51:41,IMG: Chatting,20
2026-01-08 13:54:36,IMG: Aman,95
2026-01-08 13:54:42,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:54:47,IMG: Aman,95
2026-01-08 13:54:53,IMG: Aman,95
2026-01-08 13:54:57,IMG: Aman,95
2026-01-08 13:55:01,IMG: Chatting,20
2026-01-08 13:55:10,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:55:32,IMG: Aman,95
2026-01-08 13:55:40,IMG: Aman,95
2026-01-08 13:55:47,IMG: Aman,95
2026-01-08 13:56:22,IMG: Aman,95
2026-01-08 13:57:11,IMG: Menelfon,20
2026-01-08 13:57:19,IMG: Minum,20
2026-01-08 13:57:26,IMG: Berbicara Dengan Penumpang,20
2026-01-08 13:57:34,IMG: Aman,95
2026-01-08 14:01:52,IMG: Aman,95
2026-01-08 14:01:57,IMG: Menoleh Ke Belakang,20
2026-01-08 14:02:02,IMG: Berbicara Dengan Penumpang,20
2026-01-08 14:02:07,IMG: Berbicara Dengan Penumpang,20
2026-01-08 14:02:15,IMG: Aman,95
2026-01-08 14:04:55,IMG: Menoleh Ke Belakang,20
2026-01-08 14:05:50,IMG: Menelfon,20
2026-01-08 14:06:15,IMG: Aman,95
2026-01-08 14:07:02,IMG: Chatting,20
2026-01-08 14:07:18,IMG: Menoleh Ke Belakang,20
2026-01-08 14:07:30,IMG: Menoleh Ke Belakang,20
2026-01-08 14:09:59,VIDEO: Berbicara Dengan Penumpang,20
2026-01-08 14:12:38,IMG: Menoleh Ke Belakang,20
2026-01-08 14:27:52,IMG: Menelfon,20
2026-01-08 14:28:06,IMG: Chatting,20
2026-01-08 14:28:18,IMG: Menoleh Ke Belakang,20
2026-01-08 14:28:32,IMG: Berbicara Dengan Penumpang,20
2026-01-08 14:28:45,IMG: Aman,95
2026-01-08 14:28:58,IMG: Menoleh Ke Belakang,20
2026-01-08 14:29:07,IMG: Aman,95
2026-01-08 14:29:18,IMG: Menelfon,20
2026-01-08 14:29:29,IMG: Chatting,20
2026-01-08 14:30:18,IMG: Chatting,20
2026-01-08 14:30:31,IMG: Chatting,20
2026-01-08 14:31:05,IMG: Chatting,20
2026-01-08 14:35:33,Chatting,76
2026-01-08 14:35:36,Aman,76
2026-01-08 14:36:48,Menoleh Ke Belakang,89
2026-01-08 14:37:03,Aman,3
2026-01-08 14:37:09,Berbicara Dengan Penumpang,1
2026-01-08 14:37:10,Aman,3
2026-01-08 14:37:15,Berbicara Dengan Penumpang,15
2026-01-08 14:37:16,Aman,9
2026-01-08 14:37:47,Menoleh Ke Belakang,91
2026-01-08 14:37:50,Aman,69
2026-01-08 14:37:52,Menoleh Ke Belakang,52
2026-01-08 14:37:55,Aman,23
2026-01-08 14:38:16,Chatting,45
2026-01-08 14:38:17,Aman,41
2026-01-08 14:42:37,Menoleh Ke Belakang,76
2026-01-08 14:43:42,Aman,3
2026-01-08 14:43:46,Menoleh Ke Belakang,0
2026-01-08 14:43:52,Aman,2
2026-01-08 14:44:59,Minum,24
2026-01-08 14:45:44,Aman,0
2026-01-08 14:45:52,Chatting,0
2026-01-08 14:46:03,Aman,3
2026-01-08 14:46:51,Berbicara Dengan Penumpang,0
2026-01-08 14:46:58,Aman,0
2026-01-08 14:49:56,Chatting,81
2026-01-08 14:50:03,Aman,79
2026-01-08 14:51:27,Chatting,71
2026-01-08 14:51:38,Aman,50
2026-01-08 14:59:37,IMG: Aman,95
2026-01-08 16:47:03,IMG: Chatting,20
2026-01-08 16:47:44,Minum,82
2026-01-08 16:47:45,Aman,79
2026-01-08 16:48:20,Minum,88
2026-01-08 16:48:22,Aman,81
2026-01-08 16:49:05,Minum,91
2026-01-08 16:49:06,Aman,85
2026-01-08 16:49:19,IMG: Aman,95
2026-01-08 16:49:22,Minum,86
2026-01-08 16:49:25,Aman,89
2026-01-08 16:53:57,Minum,84
2026-01-08 16:54:01,Aman,59
2026-01-08 16:54:02,Minum,45
2026-01-08 16:54:03,Aman,48
2026-01-08 16:54:10,Minum,58
2026-01-08 16:54:13,Aman,37
2026-01-08 16:54:15,Minum,30
2026-01-08 16:54:23,Aman,3
2026-01-08 16:54:23,Minum,0
2026-01-08 16:54:31,Aman,3
2026-01-08 16:54:32,Minum,0
2026-01-08 16:54:32,Aman,3
2026-01-08 16:54:46,Minum,44
2026-01-08 16:54:47,Aman,44
2026-01-08 16:55:36,Minum,79
2026-01-08 16:55:39,Aman,55
2026-01-08 16:55:47,Minum,66
2026-01-08 16:55:49,Aman,61
2026-01-08 16:57:23,Minum,91
2026-01-08 16:57:23,Aman,94
2026-01-08 16:57:25,Minum,84
2026-01-08 16:57:25,Aman,84
2026-01-08 16:57:55,Minum,44
2026-01-08 16:57:59,Aman,28
2026-01-08 16:58:04,Minum,0
2026-01-08 16:58:06,Aman,3
2026-01-08 16:58:17,Minum,18
2026-01-08 16:58:19,Aman,3
2026-01-08 16:59:12,Minum,89
2026-01-08 16:59:19,Aman,3
2026-01-08 16:59:26,Minum,7
2026-01-08 16:59:35,Aman,3
2026-01-08 16:59:49,Minum,48
2026-01-08 16:59:59,Aman,30
2026-01-08 17:00:04,IMG: Chatting,20
2026-01-08 17:00:28,Minum,24
2026-01-08 17:00:36,Aman,3
2026-01-08 17:01:03,Minum,83
2026-01-08 17:01:06,Aman,53
2026-01-08 17:01:11,Menoleh Ke Belakang,68
2026-01-08 17:01:12,Aman,71
2026-01-08 17:01:24,Minum,91
2026-01-08 17:01:25,Aman,94
2026-01-08 17:01:36,Minum,91
2026-01-08 17:01:38,Aman,81
2026-01-08 17:02:00,Minum,91
2026-01-08 17:02:12,Aman,52
2026-01-08 17:02:16,Minum,40
2026-01-08 17:02:27,Aman,15
2026-01-08 17:02:41,Minum,21
2026-01-08 17:02:41,Aman,20
2026-01-08 17:02:57,Minum,88
2026-01-08 17:03:02,Aman,13
2026-01-08 17:03:49,Minum,80
2026-01-08 17:03:50,Aman,78
2026-01-08 17:03:51,Minum,67
2026-01-08 17:04:26,Aman,3
2026-01-08 17:04:26,Minum,0
2026-01-08 17:04:31,Aman,3
2026-01-08 17:04:34,Minum,0
2026-01-08 17:04:39,Aman,3
2026-01-08 17:04:49,Minum,19
2026-01-08 17:04:51,Aman,11
2026-01-08 17:04:52,Minum,0
2026-01-08 17:05:02,Aman,3
2026-01-08 17:05:16,Minum,6
2026-01-08 17:05:37,Aman,3
2026-01-08 17:05:38,Minum,0
2026-01-08 17:06:02,Aman,3
2026-01-08 17:06:39,Minum,75
2026-01-08 17:06:39,Minum,69
2026-01-08 17:06:41,Aman,60
2026-01-08 17:06:45,Aman,70
2026-01-08 17:07:38,Minum,63
2026-01-08 17:07:39,Minum,62
2026-01-08 17:07:46,Minum,4
2026-01-08 17:08:32,Aman,5
2026-01-08 17:08:35,Minum,0
2026-01-08 17:08:42,Aman,6
2026-01-08 17:08:42,Aman,8
2026-01-08 17:08:43,Aman,9
2026-01-08 17:09:22,Minum,50
2026-01-08 17:09:22,Minum,49
2026-01-08 17:09:23,Minum,43
2026-01-08 17:09:39,Aman,4
2026-01-08 17:09:44,Minum,0
2026-01-08 17:09:47,Aman,8
2026-01-08 17:09:47,Aman,8
2026-01-08 17:09:47,Aman,9
2026-01-08 17:10:14,Minum,0
2026-01-08 17:10:16,Minum,0
2026-01-08 17:10:17,Aman,7
2026-01-08 17:10:18,Aman,9
2026-01-08 17:29:36,Minum,85
2026-01-08 17:29:37,Aman,81
2026-01-08 17:29:39,Minum,74
2026-01-08 17:29:40,Aman,67
2026-01-08 17:30:23,Minum,90
2026-01-08 17:30:26,Aman,66
2026-01-08 17:30:27,Minum,57
2026-01-08 17:30:28,Aman,53
2026-01-08 17:30:33,Minum,51
2026-01-08 17:30:35,Aman,26
2026-01-08 17:30:38,Minum,19
2026-01-08 17:30:39,Aman,16
2026-01-08 17:30:43,Minum,23
2026-01-08 17:30:45,Aman,13
2026-01-08 17:31:39,Minum,88
2026-01-08 17:31:43,Aman,32
2026-01-08 17:31:44,Minum,24
2026-01-08 17:31:50,Aman,3
2026-01-08 17:31:51,Minum,0
2026-01-08 17:31:58,Aman,1
2026-01-08 17:37:20,Minum,12
2026-01-08 17:37:21,Berbicara Dengan Penumpang,11
2026-01-08 17:37:22,Minum,8
2026-01-08 17:37:25,Aman,1
2026-01-08 17:37:25,Minum,0
2026-01-08 17:37:27,Aman,3
2026-01-08 17:37:29,Minum,0
2026-01-08 17:37:38,Minum,0
2026-01-08 17:37:40,Minum,0
2026-01-08 17:37:45,Minum,0
2026-01-08 17:37:54,Aman,8
2026-01-08 17:37:54,Aman,9
2026-01-08 17:37:55,Aman,11
2026-01-08 17:37:55,Aman,12
2026-01-08 17:39:33,IMG: Menelfon,20
2026-01-08 17:39:45,IMG: Menelfon,20
2026-01-08 17:40:39,Minum,56
2026-01-08 17:40:43,Aman,69
2026-01-08 17:41:58,IMG: Menelfon,20
